snapshot_date,counting_datetime,count_type,facility_id,location_id,ndc11,product_ndc,gtin14,rxcui_scd,drug_name,dosage_form_name,route_name,pharm_classes,lot_number,expiration_date,qty_on_hand,base_unit,qty_on_order,par_level,reorder_point,safety_stock,avg_daily_usage_30d,days_on_hand,abc_class,is_controlled,dea_schedule,is_high_alert,shortage_status,shortage_reason,unit_cost,extended_value,last_count_variance,last_restocked_at,is_stockout
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-PHARM-MAIN,11073102930,11073-1029,00311073102933,1776468,Hydrocodone-Acetaminophen 5-325 MG,TABLET,ORAL,Opioid Combination,L248546,2028-03-27,15,EA,0,27,5,3,0.81,18.46,C,1,CII,1,Available,,0.22,3.3,0,2026-08-07,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-PHARM-MAIN,11110103030,11110-1030,00311110103030,595794,Methadone 10 MG,TABLET,ORAL,Opioid Analgesic,L628664,2028-04-26,9,EA,0,10,2,1,0.4,22.5,C,1,CII,1,Available,,0.3,2.7,-2,2026-08-04,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-PHARM-MAIN,11147103130,11147-1031,00311147103137,1805098,Ketamine 500 MG/10ML,"INJECTION, SOLUTION",INTRAVENOUS,General Anesthetic,L861829,2027-05-29,9,EA,0,14,3,1,0.44,20.57,B,1,CIII,1,Available,,8.4,75.6,2,2026-08-08,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-PHARM-MAIN,11184103230,11184-1032,00311184103234,647859,Buprenorphine 0.3 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Partial Opioid Agonist,L553709,2028-03-10,12,EA,0,13,2,1,0.4,30.0,C,1,CIII,1,Available,,6.2,74.4,-2,2026-08-10,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-PHARM-MAIN,11221103330,11221-1033,00311221103331,389776,Midazolam 2 MG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L920386,2026-10-26,12,EA,0,18,6,3,0.94,12.8,C,1,CIV,1,Available,,2.8,33.6,1,2026-08-11,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-PHARM-MAIN,11258103430,11258-1034,00311258103438,553043,Lorazepam 2 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L683785,2027-07-27,19,EA,0,22,6,3,0.88,21.71,C,1,CIV,1,Available,,3.1,58.9,2,2026-07-29,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-PHARM-MAIN,11295103530,11295-1035,00311295103535,1282167,Diazepam 5 MG,TABLET,ORAL,Benzodiazepine,L574884,2026-12-14,6,EA,0,12,2,1,0.4,15.0,C,1,CIV,0,Available,,0.11,0.66,0,2026-08-10,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-PHARM-MAIN,11332103630,11332-1036,00311332103632,1343983,Alprazolam 0.5 MG,TABLET,ORAL,Benzodiazepine,L333214,2028-03-26,5,EA,0,7,2,1,0.4,12.5,C,1,CIV,0,Available,,0.08,0.4,0,2026-08-11,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-PHARM-MAIN,11369103730,11369-1037,00311369103739,1167174,Phenobarbital 65 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Barbiturate,L280671,2027-01-31,8,EA,0,10,2,1,0.4,20.0,C,1,CIV,0,Available,,4.9,39.2,0,2026-07-26,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-PHARM-MAIN,11406103830,11406-1038,00311406103836,622063,Tramadol 50 MG,TABLET,ORAL,Opioid Analgesic,L900159,2028-11-26,12,EA,0,14,3,2,0.56,21.33,C,1,CIV,0,Available,,0.14,1.68,1,2026-08-04,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-PHARM-MAIN,11443103930,11443-1039,00311443103933,1028946,Pregabalin 75 MG,CAPSULE,ORAL,Anticonvulsant,L677454,2027-06-10,7,EA,0,11,2,1,0.4,17.5,C,1,CV,0,Available,,0.35,2.45,2,2026-08-09,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10111100330,10111-1003,00310111100331,793613,Pantoprazole 40 MG,"INJECTION, POWDER",INTRAVENOUS,Proton Pump Inhibitor,L302784,2027-07-01,10,EA,0,16,5,3,0.84,11.85,A,0,,0,Available,,3.2,32.0,-1,2026-08-12,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10185100530,10185-1005,00310185100535,651033,Enoxaparin 40 MG/0.4ML,"INJECTION, SOLUTION",SUBCUTANEOUS,LMW Heparin,L566543,2028-08-25,6,EA,0,14,5,2,0.72,8.35,A,0,,1,Available,,8.75,52.5,0,2026-07-24,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10222100630,10222-1006,00310222100632,1169034,Cefazolin 1 G,"INJECTION, POWDER",INTRAVENOUS,Cephalosporin,L376361,2028-11-02,14,EA,0,19,4,2,0.69,20.36,A,0,,0,Available,,4.6,64.4,-2,2026-08-02,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10407101130,10407-1011,00310407101137,371466,Metoprolol Tartrate 5 MG/5ML,INJECTION,INTRAVENOUS,Beta Blocker,L782427,2027-11-05,14,EA,0,15,3,1,0.47,29.87,B,0,,0,Available,,2.95,41.3,0,2026-07-28,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10481101330,10481-1013,00310481101331,1533243,Levetiracetam 500 MG/5ML,"INJECTION, SOLUTION",INTRAVENOUS,Antiepileptic,L319926,2028-01-23,6,EA,0,10,2,1,0.41,14.77,A,0,,0,Available,,6.8,40.8,0,2026-08-10,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10555101530,10555-1015,00310555101535,1841469,Famotidine 20 MG/2ML,INJECTION,INTRAVENOUS,H2 Antagonist,L935832,2026-12-24,6,EA,0,7,2,1,0.4,15.0,B,0,,0,Available,,1.95,11.7,-1,2026-08-10,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10629101730,10629-1017,00310629101739,1552729,Potassium Chloride 10 MEQ,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L580208,2027-04-04,8,EA,0,9,2,1,0.4,20.0,B,0,,1,Available,,3.4,27.2,-1,2026-08-09,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10703101930,10703-1019,00310703101933,930230,Lisinopril 10 MG,TABLET,ORAL,ACE Inhibitor,L406096,2027-12-21,8,EA,0,12,2,1,0.4,20.0,C,0,,0,Available,,0.05,0.4,1,2026-07-25,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10777102130,10777-1021,00310777102137,794629,Apixaban 5 MG,TABLET,ORAL,Direct Oral Anticoagulant,L500261,2027-10-17,6,EA,0,10,2,1,0.4,15.0,B,0,,1,Available,,7.9,47.4,0,2026-08-02,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10851102330,10851-1023,00310851102331,357634,Propofol 10 MG/ML,"INJECTION, EMULSION",INTRAVENOUS,General Anesthetic,L772465,2028-04-19,8,EA,0,9,2,1,0.4,20.0,B,0,,1,Available,,9.8,78.4,0,2026-08-05,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10925102530,10925-1025,00310925102535,1344352,Fentanyl Citrate 100 MCG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L299576,2027-10-19,9,EA,0,10,2,1,0.4,22.5,C,1,CII,1,Available,,1.3,11.7,1,2026-08-04,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,10962102630,10962-1026,00310962102632,1439367,Hydromorphone 1 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L403936,2028-03-11,6,EA,0,8,2,1,0.4,15.0,C,1,CII,1,Available,,2.6,15.6,1,2026-07-31,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,11036102830,11036-1028,00311036102836,551924,Oxycodone 5 MG,TABLET,ORAL,Opioid Analgesic,L149519,2027-01-20,5,EA,0,8,2,1,0.4,12.5,C,1,CII,1,Available,,0.18,0.9,0,2026-08-05,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,11110103030,11110-1030,00311110103030,595794,Methadone 10 MG,TABLET,ORAL,Opioid Analgesic,L405653,2027-03-03,7,EA,0,13,2,1,0.4,17.5,C,1,CII,1,Available,,0.3,2.1,1,2026-08-09,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,11184103230,11184-1032,00311184103234,647859,Buprenorphine 0.3 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Partial Opioid Agonist,L440106,2026-12-12,7,EA,0,10,2,1,0.4,17.5,C,1,CIII,1,Available,,6.2,43.4,0,2026-08-11,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,11258103430,11258-1034,00311258103438,553043,Lorazepam 2 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L144876,2027-11-20,6,EA,0,12,2,1,0.4,15.0,C,1,CIV,1,Available,,3.1,18.6,0,2026-08-11,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,11332103630,11332-1036,00311332103632,1343983,Alprazolam 0.5 MG,TABLET,ORAL,Benzodiazepine,L312957,2027-10-22,12,EA,0,13,2,1,0.4,30.0,C,1,CIV,0,Available,,0.08,0.96,1,2026-08-07,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,11406103830,11406-1038,00311406103836,622063,Tramadol 50 MG,TABLET,ORAL,Opioid Analgesic,L940975,2028-07-22,7,EA,0,9,2,1,0.4,17.5,C,1,CIV,0,Available,,0.14,0.98,0,2026-08-01,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-ED,11443103930,11443-1039,00311443103933,1028946,Pregabalin 75 MG,CAPSULE,ORAL,Anticonvulsant,L971242,2027-12-02,6,EA,0,7,2,1,0.4,15.0,C,1,CV,0,Available,,0.35,2.1,2,2026-07-27,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10000100030,10000-1000,00310000100030,1799706,Sodium Chloride 0.9%,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L351735,2027-06-21,21,EA,0,33,10,6,1.56,13.44,A,0,,0,Available,,1.85,38.85,1,2026-08-05,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10037100130,10037-1001,00310037100137,721063,Acetaminophen 325 MG,TABLET,ORAL,Analgesic,L377990,2027-08-02,16,EA,0,36,9,5,1.33,12.05,C,0,,0,Available,,0.04,0.64,0,2026-08-10,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10074100230,10074-1002,00310074100234,328689,Ondansetron 4 MG/2ML,INJECTION,INTRAVENOUS,5-HT3 Antagonist,L913464,2026-12-31,15,EA,0,30,6,3,0.97,15.48,B,0,,0,Available,,1.4,21.0,1,2026-07-29,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10111100330,10111-1003,00310111100331,793613,Pantoprazole 40 MG,"INJECTION, POWDER",INTRAVENOUS,Proton Pump Inhibitor,L801285,2027-03-27,19,EA,0,28,5,3,0.84,22.52,A,0,,0,Available,,3.2,60.8,1,2026-07-29,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10148100430,10148-1004,00310148100438,516040,Heparin Sodium 5000 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Anticoagulant,L453475,2028-05-02,13,EA,0,25,5,3,0.78,16.64,B,0,,1,Available,,2.1,27.3,1,2026-07-28,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10222100630,10222-1006,00310222100632,1169034,Cefazolin 1 G,"INJECTION, POWDER",INTRAVENOUS,Cephalosporin,L810890,2027-03-18,8,EA,0,14,4,2,0.69,11.64,A,0,,0,Available,,4.6,36.8,0,2026-07-25,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10259100730,10259-1007,00310259100739,1467420,Piperacillin-Tazobactam 3.375 G,"INJECTION, POWDER",INTRAVENOUS,Beta-Lactam Combination,L224346,2028-02-15,14,EA,0,17,4,2,0.62,22.4,A,0,,0,Available,,9.2,128.8,1,2026-07-23,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10407101130,10407-1011,00310407101137,371466,Metoprolol Tartrate 5 MG/5ML,INJECTION,INTRAVENOUS,Beta Blocker,L189097,2027-12-26,8,EA,0,13,3,1,0.47,17.07,B,0,,0,Available,,2.95,23.6,0,2026-08-02,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10444101230,10444-1012,00310444101234,1375608,Insulin Aspart 100 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Insulin,L352506,2028-09-06,11,EA,0,14,3,1,0.45,24.28,A,0,,1,Available,,26.4,290.4,1,2026-08-13,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10481101330,10481-1013,00310481101331,1533243,Levetiracetam 500 MG/5ML,"INJECTION, SOLUTION",INTRAVENOUS,Antiepileptic,L669510,2027-06-16,8,EA,0,12,2,1,0.41,19.69,A,0,,0,Available,,6.8,54.4,1,2026-07-31,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10555101530,10555-1015,00310555101535,1841469,Famotidine 20 MG/2ML,INJECTION,INTRAVENOUS,H2 Antagonist,L994068,2026-10-08,9,EA,0,10,2,1,0.4,22.5,B,0,,0,Available,,1.95,17.55,0,2026-07-25,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10592101630,10592-1016,00310592101632,1774912,Albuterol 2.5 MG/3ML,INHALATION SOLUTION,RESPIRATORY,Beta2 Agonist,L468730,2027-04-07,11,EA,0,12,2,1,0.4,27.5,C,0,,0,Available,,0.55,6.05,2,2026-08-03,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10814102230,10814-1022,00310814102234,1102306,Norepinephrine 4 MG/4ML,"INJECTION, SOLUTION",INTRAVENOUS,Vasopressor,L845956,2028-09-25,5,EA,0,9,2,1,0.4,12.5,A,0,,1,Available,,14.6,73.0,0,2026-07-25,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,10962102630,10962-1026,00310962102632,1439367,Hydromorphone 1 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L984816,2027-12-04,6,EA,0,8,2,1,0.4,15.0,C,1,CII,1,Available,,2.6,15.6,0,2026-07-24,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,11110103030,11110-1030,00311110103030,595794,Methadone 10 MG,TABLET,ORAL,Opioid Analgesic,L119241,2027-03-10,9,EA,0,12,2,1,0.4,22.5,C,1,CII,1,Available,,0.3,2.7,-1,2026-07-31,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,11147103130,11147-1031,00311147103137,1805098,Ketamine 500 MG/10ML,"INJECTION, SOLUTION",INTRAVENOUS,General Anesthetic,L140968,2027-05-04,5,EA,0,7,2,1,0.4,12.5,B,1,CIII,1,Available,,8.4,42.0,0,2026-08-06,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,11221103330,11221-1033,00311221103331,389776,Midazolam 2 MG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L554963,2028-03-05,6,EA,0,9,2,1,0.4,15.0,C,1,CIV,1,Available,,2.8,16.8,0,2026-08-03,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,11369103730,11369-1037,00311369103739,1167174,Phenobarbital 65 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Barbiturate,L796952,2028-11-06,10,EA,0,12,2,1,0.4,25.0,C,1,CIV,0,Available,,4.9,49.0,0,2026-07-31,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MICU,11443103930,11443-1039,00311443103933,1028946,Pregabalin 75 MG,CAPSULE,ORAL,Anticonvulsant,L495703,2028-08-26,9,EA,0,11,2,1,0.4,22.5,C,1,CV,0,Available,,0.35,3.15,1,2026-08-10,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10000100030,10000-1000,00310000100030,1799706,Sodium Chloride 0.9%,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L659504,2026-09-24,25,EA,0,40,10,6,1.56,16.0,A,0,,0,Available,,1.85,46.25,0,2026-07-28,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10037100130,10037-1001,00310037100137,721063,Acetaminophen 325 MG,TABLET,ORAL,Analgesic,L994809,2026-11-18,15,EA,0,29,9,5,1.33,11.29,C,0,,0,Available,,0.04,0.6,1,2026-07-26,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10074100230,10074-1002,00310074100234,328689,Ondansetron 4 MG/2ML,INJECTION,INTRAVENOUS,5-HT3 Antagonist,L168313,2026-10-18,26,EA,0,32,6,3,0.97,26.84,B,0,,0,Available,,1.4,36.4,0,2026-08-03,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10111100330,10111-1003,00310111100331,793613,Pantoprazole 40 MG,"INJECTION, POWDER",INTRAVENOUS,Proton Pump Inhibitor,L656339,2028-01-22,8,EA,0,23,5,3,0.84,9.48,A,0,,0,Available,,3.2,25.6,1,2026-08-09,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10148100430,10148-1004,00310148100438,516040,Heparin Sodium 5000 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Anticoagulant,L975346,2026-10-08,13,EA,0,22,5,3,0.78,16.64,B,0,,1,Available,,2.1 mg,27.3,1,2026-07-26,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10259100730,10259-1007,00310259100739,1467420,Piperacillin-Tazobactam 3.375 G,"INJECTION, POWDER",INTRAVENOUS,Beta-Lactam Combination,L370512,2027-01-12,10,EA,0,13,4,2,0.62,16.0,A,0,,0,Available,,9.2,92.0,0,2026-08-13,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10296100830,10296-1008,00310296100836,254955,Vancomycin 1 G,"INJECTION, POWDER",INTRAVENOUS,Glycopeptide,L987182,2026-12-05,10,EA,0,11,4,2,0.59,16.84,A,0,,1,Available,,7.4,74.0,-2,2026-08-13,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10370101030,10370-1010,00310370101030,1517022,Furosemide 40 MG,TABLET,ORAL,Loop Diuretic,L962507,2029-01-19,10,EA,0,14,3,2,0.53,18.82,C,0,,0,Available,,0.06,0.6,0,2026-08-13,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10407101130,10407-1011,00310407101137,371466,Metoprolol Tartrate 5 MG/5ML,INJECTION,INTRAVENOUS,Beta Blocker,L880267,2028-10-29,9,EA,0,15,3,1,0.47,19.2,B,0,,0,Available,,2.95,26.55,0,2026-08-11,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10481101330,10481-1013,00310481101331,1533243,Levetiracetam 500 MG/5ML,"INJECTION, SOLUTION",INTRAVENOUS,Antiepileptic,L629032,2027-06-05,9,EA,0,12,2,1,0.41,22.15,A,0,,0,Available,,6.8,61.2,-1,2026-08-07,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10592101630,10592-1016,00310592101632,1774912,Albuterol 2.5 MG/3ML,INHALATION SOLUTION,RESPIRATORY,Beta2 Agonist,L869761,2027-04-20,9,EA,0,13,2,1,0.4,22.5,C,0,,0,Available,,0.55,4.95,1,2026-07-25,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10666101830,10666-1018,00310666101836,1178750,Atorvastatin 40 MG,TABLET,ORAL,Statin,L124716,2027-03-27,10,EA,0,12,2,1,0.4,25.0,C,0,,0,Available,,0.09,0.9,0,2026-07-30,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10962102630,10962-1026,00310962102632,1439367,Hydromorphone 1 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L465933,2028-08-23,7,EA,0,10,2,1,0.4,17.5,C,1,CII,1,Available,,2.6,18.2,2,2026-07-23,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,10999102730,10999-1027,00310999102739,296745,Morphine Sulfate 4 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L842022,2027-01-08,9,EA,0,11,2,1,0.4,22.5,C,1,CII,1,Available,,2.2,19.8,2,2026-08-05,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,11073102930,11073-1029,00311073102933,1776468,Hydrocodone-Acetaminophen 5-325 MG,TABLET,ORAL,Opioid Combination,L231402,2027-05-09,9,EA,0,10,2,1,0.4,22.5,C,1,CII,1,Available,,0.22,1.98,0,2026-07-30,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,11184103230,11184-1032,00311184103234,647859,Buprenorphine 0.3 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Partial Opioid Agonist,L584274,2026-10-09,9,EA,0,10 mg,2,1,0.4,22.5,C,1,CIII,1,Available,,6.2,55.8,0,2026-08-01,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-TELE,11369103730,11369-1037,00311369103739,1167174,Phenobarbital 65 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Barbiturate,L378460,2028-08-25,5,EA,0,7,2,1,0.4,12.5,C,1,CIV,0,Available,,4.9,24.5,1,2026-07-26,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10000100030,10000-1000,00310000100030,1799706,Sodium Chloride 0.9%,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L415453,2027-12-24,10,EA,25,35,10,6,1.56,6.4,A,0,,0,Available,,1.85,18.5,0,2026-07-24,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10037100130,10037-1001,00310037100137,721063,Acetaminophen 325 MG,TABLET,ORAL,Analgesic,L182658,2028-10-28,25,EA,0,43,9,5,1.33,18.82,C,0,,0,Available,,0.04,1.0,0,2026-08-11,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10111100330,10111-1003,00310111100331,793613,Pantoprazole 40 MG,"INJECTION, POWDER",INTRAVENOUS,Proton Pump Inhibitor,L926976,2027-08-02,24,EA,0,27,5,3,0.84,28.44,A,0,,0,Available,,3.2,76.8,1,2026-08-06,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10185100530,10185-1005,00310185100535,651033,Enoxaparin 40 MG/0.4ML,"INJECTION, SOLUTION",SUBCUTANEOUS,LMW Heparin,L217744,2027-02-23,12,EA,0,17,5,2,0.72,16.7,A,0,,1,Available,,8.75,105.0,0,2026-08-06,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10222100630,10222-1006,00310222100632,1169034,Cefazolin 1 G,"INJECTION, POWDER",INTRAVENOUS,Cephalosporin,L935119,2028-12-20,7,EA,0,13,4,2,0.69,10.18,A,0,,0,Available,,4.6,32.2,1,2026-08-02,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10259100730,10259-1007,00310259100739,1467420,Piperacillin-Tazobactam 3.375 G,"INJECTION, POWDER",INTRAVENOUS,Beta-Lactam Combination,L856860,2028-12-17,7,EA,0,13,4,2,0.62,11.2,A,0,,0,Available,,9.2,64.4,2,2026-07-29,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10333100930,10333-1009,00310333100933,332278,Ceftriaxone 1 G,"INJECTION, POWDER",INTRAVENOUS,Cephalosporin,L567859,2026-10-01,10,EA,0,12,3,2,0.55,18.29,A,0,,0,Available,,5.1,51.0,1,2026-07-27,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10370101030,10370-1010,00310370101030,1517022,Furosemide 40 MG,TABLET,ORAL,Loop Diuretic,L852667,2028-12-04,5,EA,0,9,3,2,0.53,9.41,C,0,,0,Available,,0.06,0.3,2,2026-08-04,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10407101130,10407-1011,00310407101137,371466,Metoprolol Tartrate 5 MG/5ML,INJECTION,INTRAVENOUS,Beta Blocker,L873855,2027-09-08,11,EA,0,14,3,1,0.47,23.47,B,0,,0,Available,,2.95,32.45,-2,2026-08-06,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10444101230,10444-1012,00310444101234,1375608,Insulin Aspart 100 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Insulin,L287813,2026-11-05,8,EA,0,9,3,1,0.45,17.66,A,0,,1,Available,,26.4,211.2,-2,2026-07-30,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10518101430,10518-1014,00310518101438,1889799,Methylprednisolone 125 MG,"INJECTION, POWDER",INTRAVENOUS,Corticosteroid,L457358,2028-07-31,5,EA,0,8,2,1,0.4,12.5,A,0,,0,Available,,11.3,56.5,0,2026-07-26,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10814102230,10814-1022,00310814102234,1102306,Norepinephrine 4 MG/4ML,"INJECTION, SOLUTION",INTRAVENOUS,Vasopressor,L277212,2026-11-21,5,EA,0,7,2,1,0.4,12.5,A,0,,1,Available,,14.6,73.0,0,2026-07-25,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10851102330,10851-1023,00310851102331,357634,Propofol 10 MG/ML,"INJECTION, EMULSION",INTRAVENOUS,General Anesthetic,L129213,2028-04-28,7,EA,0,10,2,1,0.4,17.5,B,0,,1,Available,,9.8,68.6,-1,2026-08-11,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,10962102630,10962-1026,00310962102632,1439367,Hydromorphone 1 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L685730,2028-11-08,6,EA,0,8,2,1,0.4,15.0,C,1,CII,1,Available,,2.6,15.6,2,2026-08-12,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,11110103030,11110-1030,00311110103030,595794,Methadone 10 MG,TABLET,ORAL,Opioid Analgesic,L743556,2028-10-30,8,EA,0,11,2,1,0.4,20.0,C,1,CII,1,Available,,0.3,2.4,1,2026-07-27,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,11184103230,11184-1032,00311184103234,647859,Buprenorphine 0.3 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Partial Opioid Agonist,L318308,2028-12-17,10,EA,0,11,2,1,0.4,25.0,C,1,CIII,1,Available,,6.2,62.0,0,2026-08-02,0
2026-08-13,2026-08-13 02:15:00,snapshot,030301,030301-ADC-MS,11221103330,11221-1033,00311221103331,389776,Midazolam 2 MG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L192567,2026-11-01,9,EA,0,10,2,1,0.4,22.5,C,1,CIV,1,Available,,2.8,25.2,0,2026-08-08,0
